doi,inspire_id,title,num_authors,journal_title,journal_volume,year,page_start,page_end,arxiv_eprint,record_url
10.1103/srvm-f1h3,2863220,"Search for a Neutral Gauge Boson with Nonuniversal Fermion Couplings in Vector Boson Fusion Processes in Proton-Proton Collisions at <math display=""inline""><msqrt><mi>s</mi></msqrt><mo>=</mo><mn>13</mn><mtext> </mtext><mtext> </mtext><mi>TeV</mi></math>",2401,Phys.Rev.Lett.,135,2025,,,2412.19261,https://inspirehep.net/record/2863220
10.1088/1748-0221/20/04/P04021,2862280,Identification of low-momentum muons in the CMS detector using multivariate techniques in proton-proton collisions at sqrt(s) = 13.6 TeV,2391,JINST,20,2025,,,2412.17590,https://inspirehep.net/record/2862280
10.1016/j.physletb.2025.139754,2862273,"Measurement of the W boson decay branching fraction ratio <math altimg=""si1.svg""><mi mathvariant=""script"">B</mi><mo stretchy=""false"">(</mo><mi mathvariant=""normal"">W</mi><mo stretchy=""false"">→</mo><mi mathvariant=""normal"">c</mi><mi mathvariant=""normal"">q</mi><mo stretchy=""false"">)</mo><mo stretchy=""false"">/</mo><mi mathvariant=""script"">B</mi><mo stretchy=""false"">(</mo><mi mathvariant=""normal"">W</mi><mo stretchy=""false"">→</mo><mi mathvariant=""normal"">q</mi><msup><mrow><mover accent=""true""><mrow><mi mathvariant=""normal"">q</mi></mrow><mrow><mo stretchy=""false"">¯</mo></mrow></mover></mrow><mrow><mo>′</mo></mrow></msup><mo stretchy=""false"">)</mo></math> in proton-proton collisions at <math altimg=""si2.svg""><msqrt><mrow><mi>s</mi></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>13</mn><mspace width=""0.2em""/><mtext>TeV</mtext></math>",2389,Phys.Lett.B,868,2025,,,2412.16296,https://inspirehep.net/record/2862273
10.1007/JHEP08(2025)006,2861858,"Measurement of light-by-light scattering and the Breit-Wheeler process, and search for axion-like particles in ultraperipheral PbPb collisions at $\sqrt{{s}_{\text{NN}}}$ = 5.02 TeV",2408,JHEP,08,2025,006,,2412.15413,https://inspirehep.net/record/2861858
10.1103/PhysRevD.111.112004,2856405,"Search for heavy neutral resonances decaying to tau lepton pairs in proton-proton collisions at <math display=""inline""><mrow><msqrt><mrow><mi>s</mi></mrow></msqrt><mo>=</mo><mn>13</mn><mtext> </mtext><mtext> </mtext><mi>TeV</mi></mrow></math>",2407,Phys.Rev.D,111,2025,,,2412.04357,https://inspirehep.net/record/2856405
10.1088/1361-6633/add762,2856408,Model-agnostic search for dijet resonances with anomalous jet substructure in proton–proton collisions at $\sqrt{s}$ = 13 TeV,2394,Rept.Prog.Phys.,88,2025,,,2412.03747,https://inspirehep.net/record/2856408
10.1007/JHEP10(2025)236,2933169,"Search for top squarks in final states with many light-flavor jets and 0, 1, or 2 charged leptons in proton-proton collisions at $\sqrt{s}=13$ TeV",2391,JHEP,10,2025,,,2506.08825,https://inspirehep.net/record/2933169
10.1016/j.physletb.2024.139173,2814096,"Search for bottom quark associated production of the standard model Higgs boson in final states with leptons in proton-proton collisions at <math altimg=""si1.svg""><msqrt><mrow><mi>s</mi></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>13</mn><mspace width=""0.25em""/><mtext>TeV</mtext></math>",2398,Phys.Lett.B,860,2025,,,2408.01344,https://inspirehep.net/record/2814096
10.1103/zc76-rgcp,2931458,"Search for the Rare Decay <math display=""inline""><mrow><msup><mrow><mi>D</mi></mrow><mrow><mn>0</mn></mrow></msup><mo stretchy=""false"">→</mo><msup><mrow><mi>μ</mi></mrow><mrow><mo>+</mo></mrow></msup><msup><mrow><mi>μ</mi></mrow><mrow><mo>-</mo></mrow></msup></mrow></math> in Proton-Proton Collisions at <math display=""inline""><mrow><msqrt><mrow><mi>s</mi></mrow></msqrt><mo>=</mo><mn>13.6</mn><mtext> </mtext><mtext> </mtext><mi>TeV</mi></mrow></math>",2402,Phys.Rev.Lett.,135,2025,,,2506.06152,https://inspirehep.net/record/2931458
10.1103/PhysRevD.111.L051102,2813755,"Test of lepton flavor universality in semileptonic <math display=""inline""><msubsup><mi>B</mi><mi>c</mi><mo>+</mo></msubsup></math> meson decays in proton-proton collisions at <math display=""inline""><msqrt><mi>s</mi></msqrt><mo>=</mo><mn>13</mn><mtext> </mtext><mtext> </mtext><mi>TeV</mi></math>",2356,Phys.Rev.D,111,2025,,,2408.00678,https://inspirehep.net/record/2813755
10.1007/JHEP04(2025)162,2816048,Measurement of the inclusive cross sections for W and Z boson production in proton-proton collisions at $ \sqrt{\textrm{s}} $ = 5.02 and 13 TeV,2344,JHEP,04,2025,162,,2408.03744,https://inspirehep.net/record/2816048
10.1016/j.physletb.2025.139526,2818125,"Measurement of the Drell–Yan forward-backward asymmetry and of the effective leptonic weak mixing angle in proton-proton collisions at <math altimg=""si1.svg""><msqrt><mrow><mi>s</mi></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>13</mn><mrow><mspace width=""0.20em""/><mtext>TeV</mtext></mrow></math>",2395,Phys.Lett.B,866,2025,,,2408.07622,https://inspirehep.net/record/2818125
10.1007/JHEP02(2025)050,2823922,Search for dark matter produced in association with a pair of bottom quarks in proton-proton collisions at $ \sqrt{s} $ = 13 TeV,2403,JHEP,02,2025,,,2408.17336,https://inspirehep.net/record/2823922
10.1016/j.physletb.2025.139279,2825521,"Pseudorapidity distributions of charged hadrons in lead-lead collisions at <math altimg=""si1.svg""><msqrt><mrow><msub><mrow><mi>s</mi></mrow><mrow><msub><mrow/><mrow><mi mathvariant=""normal"">NN</mi></mrow></msub></mrow></msub></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>5.36</mn><mspace width=""0.25em""/><mtext>TeV</mtext></math>",2404,Phys.Lett.B,861,2025,,,2409.00838,https://inspirehep.net/record/2825521
10.1007/JHEP01(2025)107,2827552,Measurement of inclusive and differential cross sections of single top quark production in association with a W boson in proton-proton collisions at $ \sqrt{s} $ = 13.6 TeV,2405,JHEP,01,2025,,,2409.06444,https://inspirehep.net/record/2827552
10.1007/JHEP02(2025)195,2829186,Bottom quark energy loss and hadronization with B$^{+}$ and $ {\textrm{B}}_{\textrm{s}}^0 $ nuclear modification factors using pp and PbPb collisions at $ \sqrt{s_{\textrm{NN}}} $ = 5.02 TeV,2392,JHEP,02,2025,195,,2409.07258,https://inspirehep.net/record/2829186
10.1088/1361-6633/adaa13,2829524,Search for light long-lived particles decaying to displaced jets in proton–proton collisions at $\sqrt{s} = 13.6~\textrm{TeV}$,2395,Rept.Prog.Phys.,88,2025,,,2409.10806,https://inspirehep.net/record/2829524
10.1103/PhysRevD.111.092014,2839209,"Measurement of the Higgs boson mass and width using the four-lepton final state in proton-proton collisions at <math display=""inline""><msqrt><mi>s</mi></msqrt><mo>=</mo><mn>13</mn><mtext> </mtext><mtext> </mtext><mi>TeV</mi></math>",2386,Phys.Rev.D,111,2025,,,2409.13663,https://inspirehep.net/record/2839209
10.1103/PhysRevD.111.072003,2839223,Energy-scaling behavior of intrinsic transverse-momentum parameters in Drell-Yan simulation,2406,Phys.Rev.D,111,2025,,,2409.17770,https://inspirehep.net/record/2839223
10.1007/JHEP04(2025)109,2840007,Search for heavy long-lived charged particles with large ionization energy loss in proton-proton collisions at $ \sqrt{s} $ = 13 TeV,2400,JHEP,04,2025,109,,2410.09164,https://inspirehep.net/record/2840007
10.1007/JHEP02(2025)199,2842696,Search for high-mass resonances in a final state comprising a gluon and two hadronically decaying W bosons in proton-proton collisions at $ \sqrt{s} $ = 13 TeV,2403,JHEP,02,2025,,,2410.17303,https://inspirehep.net/record/2842696
10.1016/j.physletb.2025.139296,2842697,"Search for the Higgs boson decays to a ρ0, ϕ, or K⁎0 meson and a photon in proton-proton collisions at <math altimg=""si1.svg""><msqrt><mrow><mi>s</mi></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>13</mn><mspace width=""0.2em""/><mtext>TeV</mtext></math>",2402,Phys.Lett.B,862,2025,,,2410.18289,https://inspirehep.net/record/2842697
10.1140/epjc/s10052-024-13729-y,2844507,"Search for pair production of heavy particles decaying to a top quark and a gluon in the lepton+jets final state in proton–proton collisions at $\sqrt{s}=13\,\text {Te}\hspace{-.08em}\text {V} $",2406,Eur.Phys.J.C,85,2025,342,,2410.20601,https://inspirehep.net/record/2844507
10.1007/JHEP06(2025)006,2846040,Search for excited tau leptons in the ττγ final state in proton-proton collisions at $\sqrt{\text{s}}$ = 13 TeV,2409,JHEP,06,2025,,,2410.21137,https://inspirehep.net/record/2846040
10.1007/JHEP04(2025)099,2844500,Measurement of the inclusive $ \textrm{t}\overline{\textrm{t}} $ cross section in final states with at least one lepton and additional jets with 302 pb$^{−1}$ of pp collisions at $ \sqrt{\textrm{s}} $ = 5.02 TeV,2406,JHEP,04,2025,099,,2410.21631,https://inspirehep.net/record/2844500
10.1007/JHEP02(2025)177,2844499,Measurements of inclusive and differential cross sections for top quark production in association with a Z boson in proton-proton collisions at $ \sqrt{s} $ = 13 TeV,2407,JHEP,02,2025,,,2410.23475,https://inspirehep.net/record/2844499
10.1007/JHEP02(2025)089,2847311,"Search for a heavy resonance decaying into a Z and a Higgs boson in events with an energetic jet and two electrons, two muons, or missing transverse momentum in proton-proton collisions at $ \sqrt{s} $ = 13 TeV",2403,JHEP,02,2025,,,2411.00202,https://inspirehep.net/record/2847311
10.1140/epjc/s10052-025-14097-x,2847315,Reweighting simulated events using machine-learning techniques in the CMS experiment,2405,Eur.Phys.J.C,85,2025,495,,2411.03023,https://inspirehep.net/record/2847315
10.1016/j.physletb.2025.139406,2850101,"Angular analysis of the B0 → K⁎(892)0μ+μ− decay in proton-proton collisions at <math altimg=""si1.svg""><msqrt><mrow><mi>s</mi></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>13</mn><mspace width=""0.2em""/><mtext>TeV</mtext></math>",2395,Phys.Lett.B,864,2025,,,2411.11820,https://inspirehep.net/record/2850101
10.1016/j.physletb.2025.139462,2851464,"Search for rare decays of the Z and Higgs bosons to a J<math altimg=""si1.svg""><mo stretchy=""false"">/</mo><mspace width=""-1.00pt""/><mi mathvariant=""normal"">ψ</mi></math> or ψ(2S) meson and a photon in proton-proton collisions at <math altimg=""si2.svg""><msqrt><mrow><mi>s</mi></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>13</mn><mspace width=""0.2em""/><mtext>TeV</mtext></math>",2385,Phys.Lett.B,865,2025,,,2411.15000,https://inspirehep.net/record/2851464
10.1007/JHEP03(2025)114,2852160,Constraints on standard model effective field theory for a Higgs boson produced in association with W or Z bosons in the H →$ \textrm{b}\overline{\textrm{b}} $ decay channel in proton-proton collisions at $ \sqrt{s} $ = 13 TeV,2389,JHEP,03,2025,114,,2411.16907,https://inspirehep.net/record/2852160
10.1088/1748-0221/20/04/P04012,2854452,Proton reconstruction with the TOTEM Roman pot detectors for high-β* LHC data,2461,JINST,20,2025,,,2411.19749,https://inspirehep.net/record/2854452
10.1016/j.physletb.2025.139568,2854935,"Search for heavy neutral Higgs bosons A and H in the t<math altimg=""si1.svg""><mover accent=""true""><mrow><mtext>t</mtext></mrow><mrow><mo stretchy=""false"">¯</mo></mrow></mover></math>Z channel in proton-proton collisions at 13 TeV",2390,Phys.Lett.B,866,2025,,,2412.00570,https://inspirehep.net/record/2854935
10.1007/JHEP08(2025)085,2919645,Search for dark matter produced in association with one or two top quarks in proton-proton collisions at $\sqrt{\text{s}}$= 13 TeV,2390,JHEP,08,2025,,,2505.05300,https://inspirehep.net/record/2919645
10.1007/JHEP10(2025)170,2930174,Search for dark matter produced in association with a Higgs boson decaying to a τ lepton pair in proton-proton collisions at $\sqrt{s}=13$ TeV,2396,JHEP,10,2025,,,2506.04431,https://inspirehep.net/record/2930174
